Trial_ID,Value,topK,shrink,tversky_alpha,tversky_beta
157,0.25269860670195,7,101,0.19471556084750874,1.750781997747758
146,0.252698436528594,7,107,0.2187973302094955,1.7807874376775816
107,0.25269822913948065,7,106,0.22493745459716757,1.797007004791792
112,0.25269785405227313,7,103,0.234326986200412,1.7898476923675546
147,0.2526897626589833,7,107,0.2195332676785497,1.7775035344264731
165,0.2526844548519149,8,109,0.19787082656884544,1.7470024034175282
124,0.2526810295402012,7,109,0.2346333152718964,1.7921786444063288
141,0.25267984437361,7,100,0.22974453875008738,1.7875015839009984
139,0.25267823944437395,7,103,0.21703449963632757,1.7808288266163153
38,0.25267818036663353,7,110,0.17622695242335956,1.7698917592186922
125,0.25266879338639736,7,113,0.23323436587212362,1.7996841883783694
123,0.25266674514642995,7,109,0.239117029512497,1.7889511653147887
76,0.2526567312533347,8,104,0.15666948502195693,1.7427734810526783
167,0.2526535458801289,8,121,0.1802009776377246,1.7329287707928394
122,0.25265287598838226,7,105,0.2240364268785729,1.7806809236071417
39,0.2526517573146966,7,137,0.18264476044266387,1.7766237783644534
117,0.25265029602075834,7,108,0.2367991535370497,1.7915465724012407
131,0.252649905093629,7,112,0.23159616591924678,1.799068091929026
82,0.2526454618430942,8,124,0.17499064809073384,1.7447936274009237
77,0.25263248614604356,8,112,0.1712238264185227,1.7023770530738407
75,0.25262183670663124,8,100,0.2085513061610483,1.7408446148115317
73,0.2526178385891093,7,117,0.20667141217912482,1.7722730694126545
40,0.2526168768250899,7,138,0.1801821076556848,1.7660580267939723
118,0.2526057157587703,7,115,0.23034680396997959,1.7998378135655906
93,0.25259820244236886,8,111,0.17063833735440356,1.655040786928862
144,0.25259483370036484,7,116,0.20041140636872298,1.7686609021519968
97,0.25259154853598714,7,116,0.16782003707745302,1.7228965771153195
120,0.25258791145262655,7,119,0.2210671800634734,1.791470704732773
83,0.2525815765662943,8,127,0.17272208900315872,1.705331666989073
41,0.252580500451972,7,140,0.17976455456763324,1.772576982333354
137,0.2525783693594247,7,110,0.2256457293782303,1.7753726352527326
143,0.25256963760104034,6,105,0.21095669861730126,1.7617590356664892
31,0.25256691457746683,8,100,0.14164995660774482,1.7759401864567728
115,0.25256360133535,6,105,0.24435282572056635,1.7830933820861703
71,0.25256307855713744,7,118,0.21760792326703665,1.7745870901763383
78,0.25254601851964553,8,106,0.15510952265555186,1.6990571310787623
114,0.2525443620706994,7,100,0.25549775976621886,1.7909308678625606
104,0.2525320364801705,7,104,0.24923325851328784,1.7890018527459075
176,0.25253092813506217,9,105,0.17891936892229102,1.72394663359198
45,0.25252963049848115,7,123,0.21933325158503925,1.776927161146465
51,0.2525246801402772,7,121,0.21904566288218166,1.7762249425155927
89,0.25252117359172493,7,135,0.17510061791320838,1.7124251896277154
61,0.25252032161188875,7,121,0.22744753788599822,1.7715337468479138
170,0.25251699153082185,9,107,0.18480988159356368,1.741029254596273
65,0.252516294807691,8,142,0.19938446963431997,1.792571878279567
92,0.2525155397694017,7,129,0.17432147892373018,1.7049432095619899
88,0.2525146708439169,9,106,0.16451761345967367,1.7875027137964805
80,0.2524912960314107,8,103,0.20663916084976072,1.7197872259631022
87,0.25247756831655643,8,124,0.152039049980071,1.7516380991843035
126,0.2524769149189493,6,108,0.24336788033919107,1.761182872976867
58,0.25247192377579175,7,146,0.19013983240377347,1.7866141280746863
119,0.25247154883017,6,100,0.265013560576114,1.782044993267096
199,0.2524692413187544,9,108,0.18685289463977856,1.745487775025041
110,0.25246625581876164,6,101,0.2339555279430297,1.7999712946143174
127,0.2524609409935396,7,114,0.25233024534864656,1.7764443962240775
81,0.2524539823845345,9,112,0.18709512275084217,1.7277050789138224
90,0.2524518311393066,8,117,0.2063052082083422,1.7470441058277228
121,0.25245035445784236,7,103,0.2480526533737162,1.7694404875549266
134,0.25244850916037354,7,100,0.2631070209565784,1.780975100529424
53,0.2524482010984138,6,108,0.1927921354335606,1.752833072851258
22,0.25244727226048275,8,102,0.1353466441521345,1.7131425180293305
135,0.2524397314696635,7,107,0.24617060609430202,1.7596934030356153
23,0.2524387982806947,8,101,0.1313300316095126,1.7954526109083022
136,0.2524274939323812,6,104,0.23984313928785478,1.792150361575116
33,0.2524252642055096,8,112,0.14863024440240585,1.6920598060722607
156,0.2524059959816699,6,111,0.1927518411799582,1.7671331208891434
25,0.25239914902910915,8,100,0.13223878656409316,1.715628877663173
95,0.2523977708586164,7,104,0.19043700799204877,1.6485410580685518
24,0.2523778516427512,8,100,0.13165225870440037,1.7794186452670555
128,0.25236962833318827,6,103,0.22646966084704048,1.7915801102870086
42,0.2523574593860446,7,140,0.22336667306155467,1.7678566484058607
62,0.2523509287666164,8,120,0.2162290948789958,1.7475548770132834
91,0.2523490416654348,8,126,0.1841603596925297,1.6663612698985515
48,0.25234369654398925,7,149,0.16697258045165897,1.7356639575821946
108,0.2523358742862856,6,106,0.22672758264555087,1.7983451585019392
66,0.25231599860740533,9,114,0.20726474672593395,1.7565884174338635
26,0.25230486793433293,8,123,0.12772099033230477,1.6967170279267978
54,0.25229854775211474,7,161,0.1594461694315671,1.7986553626820911
70,0.2522936111274655,6,154,0.18520269436052333,1.777743947542759
34,0.2522886159779661,8,133,0.149759610205229,1.7490566719041605
149,0.25226719514506635,6,107,0.2196725802997989,1.7528296393590774
84,0.2522661900602258,9,100,0.15976782551677018,1.6799992237452683
101,0.2522642345876493,8,111,0.21109020153404287,1.6873369212015021
180,0.25225228869473265,9,117,0.16491195982697518,1.7371138141598397
52,0.2521996592931039,7,137,0.24001410189148525,1.7818046380008037
47,0.2521818981742775,6,139,0.18207336911799213,1.7569273048018341
60,0.2521590131750243,7,108,0.1623662743775898,1.5332322335736952
99,0.2521562875251475,6,123,0.1828265679617858,1.7679409829829102
18,0.25214566641897707,9,144,0.20121378692005157,1.7994249251447874
72,0.25213102328991666,8,131,0.24196821271664976,1.7613341831342757
111,0.2521212328705533,7,108,0.2723278582922823,1.7823823821705618
13,0.25210694324368016,7,104,0.20820863844789955,1.5821554402527114
63,0.2520896012323138,7,127,0.26237821704768016,1.786027871881537
21,0.2520869569014878,9,122,0.20113071204457744,1.7137267640105363
79,0.2520076646325859,10,110,0.16952593145189424,1.7405582922143434
55,0.25198024741414093,6,120,0.17377919529751945,1.7313746716569638
35,0.2519770819045756,10,114,0.17852202972378,1.6839845641720028
17,0.25190755205540744,9,126,0.1994087704484137,1.6935268621551505
6,0.2517557236153739,7,116,0.24611357821371305,1.634385853540329
43,0.25172569045755294,6,158,0.16888528961349916,1.7603899178601317
37,0.2517170925562599,6,152,0.15454358012464425,1.7431211911624622
56,0.25169567024816397,9,109,0.23241385014273366,1.7065309412137135
94,0.25167684010632274,9,110,0.19731463961008466,1.5970477983968512
14,0.25167579824654607,8,103,0.2258584323762477,1.5562932327393952
148,0.25159408469231015,8,113,0.20412745512988156,1.5235986458860398
59,0.2515555455911612,6,134,0.14504796804695863,1.765940691379641
46,0.2515341726414461,7,177,0.25840585400330673,1.7874055368094235
11,0.25152403379823557,7,136,0.10642232327555672,1.6646427357271159
181,0.25141203312951105,8,218,0.17937397425992269,1.7270765804412747
74,0.2513917812709344,6,117,0.14173645331108398,1.7530573116833648
9,0.2512991720567013,11,129,0.16490086356835387,1.7557844077959175
68,0.25122888287531264,8,260,0.179003487930749,1.796945548483614
8,0.2512170572485224,9,163,0.1495250447232345,1.5480734502872011
145,0.2512048360903016,7,100,0.21279789591857737,1.40222400062245
177,0.25110402118443875,8,237,0.1915729223125501,1.7314141754254473
100,0.25108926270972853,10,150,0.20238214373572447,1.7355583915179547
28,0.2509739769876194,10,212,0.1002173218129115,1.7236092408159875
96,0.2509305377881231,8,234,0.15856433636056716,1.6212255661329193
30,0.2509161946826811,6,168,0.12330609633660186,1.73334775886994
12,0.25083552766444256,6,155,0.11370367262005107,1.6552827744777483
129,0.2507949150346266,5,119,0.21461105802243885,1.786638932145362
49,0.25072278150380145,9,128,0.2517087285400466,1.6653640097238878
5,0.2506625759553488,7,194,0.23647898716734297,1.6287792453912016
27,0.2506472849751443,6,273,0.1379221485585259,1.7202859985145535
16,0.25064345470578425,7,169,0.19266506040609285,1.430463267660392
85,0.2505632839656503,8,287,0.19587334132929818,1.7621857708381623
188,0.2505150502765285,9,100,0.2952432944749213,1.745041900016391
189,0.25050008932705603,12,100,0.18256272513065644,1.7374563317690366
130,0.2503875856571472,7,187,0.2370699096717267,1.570115347739051
44,0.2503792885169311,5,132,0.18733327693753116,1.7411148913941767
69,0.25016245751282984,9,165,0.195803124372666,1.4602094544772557
50,0.25013676377066973,5,199,0.2156135569039043,1.7654098079933642
29,0.24984832509169688,5,226,0.17716236370806954,1.7719766342497196
3,0.24969280595066934,13,141,0.161033866769372,1.7437527029887685
67,0.24943255382744994,15,106,0.11551966167237783,1.7296426485001535
7,0.24940814432221736,11,253,0.1664832375310822,1.7595040591181794
132,0.24926686323469643,11,211,0.2211632284506322,1.7713562115901045
32,0.2487921431075773,8,116,0.3920541566602186,1.7789773448344774
57,0.24860121429777085,12,128,0.21268011986865923,1.6092298275248318
15,0.24859826094600365,5,228,0.2815133306852108,1.5866095980579134
0,0.24846550544388704,5,209,0.37168992606551743,1.7454464692471463
19,0.24815792139338022,14,147,0.2038856449600606,1.797375654280432
1,0.24798019712308578,9,107,0.3603314028979284,1.6774675413653664
2,0.2466063218028697,10,110,0.31232702532062984,1.5056741400867362
36,0.24647852843535994,11,114,0.3257103935011082,1.6350149544378827
20,0.2462506711743389,10,180,0.27714567040960125,1.476275240083401
86,0.24403706563862,14,113,0.3376919237190017,1.7403522698052736
4,0.24347619113007646,12,296,0.23781644146233916,1.504402801435775
10,0.2389946846220695,15,187,0.2904609631732055,1.4025664523868049
